	Kingdom	Phylum	Class	Order	Family	Genus	Species
51fd443e299022ab8b680cd6cb47cf61	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	ND
4cf9244a351a3af2464d1ca9d773bdbf	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	ND
9b9fe26565def5547220de71388c5da3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
673c7d2dbbdcd628f8505446cc618859	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	ND
c25afc3aaa4e3044b4ca0625a91b7e66	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
935af1c6a38f45bbb8229d0855b50331	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	ND
a0ec2254c12cdd1ea900a589f66c996e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	ND
99d7f25277a6c9c9c52f2ecfb49a112b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea
dc53159d8e7bd8b5849b516a71373d44	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	uncultured_bacterium
4e8b51098d3b598eadf069dcc96e81aa	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	ND	ND
57faa1872b434e7474a775e3c5368e12	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
1ea0ef95023ee11af238b817614211ec	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	ND
4a7472cb0530aea1a39234a0ca542863	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND
d501c18bb32a529f94c8a9df95bcda31	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Arachis_hypogaea
50f7daa26fd6dfa248d0d7f53e0c193f	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND
1a0f574d20ecee9316e2c631d3d2d4c5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
a859a6c3707d3eb0fd8420ec3969a79f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
7961859efe85347ad0553bcfafa24b87	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND
57e834417f3b158be78be3ac2b087014	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
dc83b5a8aae7c4d1de1ff97c28725788	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Primula_veris
c3cf4ff49d28bf2b4f0ffafe5ff903e5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
6e747d620953275b4755f4c03371254f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
08c47322a988b57a866793cfa3061fb1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
0a6525d6f6d55c586663be6ecd978055	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	uncultured_bacterium
69b64a6b7ac33ff185d7eb06da795d0e	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
792962101e2541fd215d49ec8ec7cf94	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	ND
20cfe7f61d18f6525cc71caae0ab28dc	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	ND
51e445b62e542750dda79ff108880523	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
2695f5b88da9f94a2d677cd3e4381bf8	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
d20d1443b442bf6953cb489718536f35	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
b6799d3ee3ca058e422f666e9d8660bd	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
63190cebdade666ca0e3953b70cb1ebe	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND
435ecf61bbecf5296aa2c39e6ed5537c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
6abc0f456c369d21d93b1cbeea745fbc	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea
1b975fe2a90e9b9ac24d5baf948eaf2a	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	ND
a58d559f4b5a8ea7863f71c10e87d6a7	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	ND
03bea132c873930b76eb84d303389de8	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea
d4fd0a498be5ce3eeeba2f3eaf9dd909	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	ND
0ea81d31e6d9da4dc8a1f817b6ed8543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
eb3018c58ab113dfb0f9c31532976b73	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	ND
186b90e35843d2a14635c602fbd92852	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
885f25c30bcc3005977edb103385b6ff	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	uncultured_bacterium
04ffc314354c616a4b47c1b64eb0f9e3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
64931d25310715c59d8f83eae84e0964	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_melliventris
d735372fb3518e188d56d80216f63014	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND
ef72e5ff22d4a33828ffca03c87c4fe7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
7e5e75496e2ab1c10ab8da853341f003	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
91b6730d6e451c37e2ad14e4b4a0af18	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Prauserella	ND
3392804042b41897a9db4774569d0c3b	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
69b81f2fef87ddffb4cbb68d38a84d0f	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	ND
2859b59d1c90c420908ed52733c13c11	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
c0c9d13a92e32bee381da9aa14e99bf4	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND
69fff37cde839afdc65eb6a9db04db98	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	ND
b0c3bb8cda88ee496876fd29411a36d5	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	uncultured_gamma
152422f8633abfe80ea2dfa52efa8c7f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	ND
ca17961353e5a119dddffafa35de5380	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
d57b39e1f7703307f8a3d68ae84f849d	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
1680c54b81c37bb8e8fe7861e303853f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
156964f092ec7af51e6e0b42c2fe2bf7	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND
a201539120259954b0d8a1897958685d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
a778660b0c96c1552d327ce7e4877c3f	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
bb886c014cd5bc5c173fb954c69c85b4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
1938a4d4eac0b45addc57f3b5fb9262a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_helsingborgensis
57faa503ed6691b455dac0ddeef450b0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	Rhizobiales_bacterium
3540e7eab490f194dde50be304594c7f	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Sanionia_uncinata
b47dc13f2df5c1141fa78b9e232f8d30	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
cde00646e8aecf8aaac49a9bb9c96729	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ND
e419bee9ff37dca7cb953e94e8ed709e	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
fd96b037448e502b57d563dd513731bc	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_apis
dde027884a6378db893c3021f9e31986	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	ND
cce260d5d07b1d72f8237967d7e40a97	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND
2db1eb963667a0a636584b12bb997e64	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
b843c712b8fd2ffe09f73a50fd7f3719	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
ee643caea5456547863cf9d19c76fa3b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	ND
bd2d5b98cf027cfdea55a3b4c1f9b0d2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
bc2cf9817069c8f0fc9b61c94a5c8287	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
7df5c18864a990658a359a347efa1add	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea
fb927dca9958604bee45916339e4bb00	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	uncultured_soil
2b4dee0c303b67548631f37636520c2b	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_kullabergensis
736a7fbe08ccf5978ba802eaeb853c23	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
c6d9fc7b61f85b828dac8996f9e1a2f9	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND
297427fc73469fe869a4440e8b35be8e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
9ba569e7d0a0e9ac7ad23c25894fb4b4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND
de8c5704cbe9a0b5b1639caff57cadff	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND
b391944ebb81494f44c412e19f57a4ee	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
d30a535a875291aa6e46ffafba2d5649	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND
cdb71d05ffe7115f5ddb1c42e9cca2e3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	ND	ND
f081633742e793ef2dd38dd48eed95df	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
adc76ac33261a7fd4e9d4abada5f4079	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND
678c42a557d064c6972eb88983368cea	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	uncultured_bacterium
6a10e2008e697d81df2f529993e82b1e	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND
19cdd315c2f78d6cc58c4d4355af4815	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
7edb9d64f725befee90baf683cf179ee	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	ND	ND
8f5043ea4088f6c7e72f36110504b8e3	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Terriglobus	ND
dddacfcff523f5e7e3c81387f4554f40	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
46781dcda38f536ef318d0404849c6d9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	Rhizobiales_bacterium
26d0c810b5810e9bd6c8ca9e62bfbec2	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	uncultured_bacterium
7f9976332d9b25533981395b7c3eca05	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
a1c8724cc4352997e4fff0b4f1528e32	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
704e238f1d07d735b43a16e07aa37b39	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	ND
8a5fe23bd6e8385f784b267c09fbf608	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ND	ND
800fc5583d18210a5aa64d12796f8def	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
f2b87dc146adc217984d2f600cb0478c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
16a10993fe8c213d50869a038e78f301	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND
407245f5de8c042bc08cfabe4274d9e4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	ND
73c4c7a33f0750cb6dacc4b3fbdaa8ba	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
90bd6dcaf154498d346e6e4c1e72d3d9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium_phyllostachyos
bcb1da046e226c2984d34e25883d3ef0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea
337d806847b0a4beff5d43c6d35d542a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	ND	ND
7d2867f993f87a7b8708fbda2f9c6308	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	ND
9757473de6d46be1c5537904299bba3f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
128e3fb7d9db2b9866daedd28b3b56ae	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_eubacterium
730b564b55668a9f72925131aca9b924	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
3932a5cb5c47bbc162b16b378ce46e15	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium_hispanicum
de268b3136eff4218099c4010056c1f5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
1793758a03c71c99e56cb408cee570ce	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
e20ff7d4878f964f50315d8731e46098	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
00b63fb2be8ed74a52d9b9944d6ec1d5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
170acc0cf4ce9edf2782168afb131919	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
2be7bbdd9119932d8810f1ba2251f63a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	ND	ND
4015f0508777d24c3bb488a830732c35	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria_marina
7cf271e84420574fea2ed94f0c980dc8	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND
b7f81f22916db2beecd1ed96ba6d9683	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	uncultured_bacterium
a4f78e48c10560e1fd8ee76cccee47e6	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	uncultured_bacterium
4d32aa5dc6c360aa1d2c250f9d56e069	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea
c812f26360ce419f525aec4c0b8f97e8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
26684292498faf48f71964201934fa26	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium_adhaesivum
37688c7678112f35b243f4c481ff6795	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	ND	ND
0c2ae599e9477578c1cc81b0588ee33a	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	ND	ND
bf028e424b148d4d607cfa5fc7bfa5c6	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	ND
53238674fb6df08358620fbd10997c44	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
7ac202ad548ef5f03eee41dbd076a125	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
a797661659ffb6a1943d69a7e8ad742f	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
67e5d3c762b19b23fa613c1c13a06eb5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	ND	ND
ff993d1dbb9b5fe1c9d3a8e1500caff6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
01e2ceb3b2cea4bc68615558977bf4a3	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	ND
83992c284381e194aad2ef73a7ec88b8	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	ND
72807a112177b7b368cc137a32225285	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ND
2b0383f457aaa21c339aef6073f34298	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
a51d6975ca1bdf8950c2fa0a0b4ae18b	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
d8dab7543c078d09b112c7c337806388	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
6a87f032742538bfe19cc9de5848b0fa	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
16d1b987bafed508f8d5b08a20ad4d7e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mellis
2332457075d21c31144c966f511c1c51	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	ND
d37d3c6d902ed9dd4f01e5e3a74184a1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
8768f438d298b4b8ffa2dd87e5104894	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND
787ec8ffd8eb5cbd0397840d064a2ab3	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	ND
8b9930c3c1d438fb389d9c9ea9a3d530	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
2b65089e5ca5b765cd581cbd4ca81bf4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
26b23c0d6d366978314258ab4f32c44d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
c9573dfc22bc9ad788e71298a1f45571	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	ND
506cf779155b8e7d99ca8cd51302f0eb	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_mellis
58353e2a3ed9933d620317e7605fac23	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
648eb23284fd952adce9f68b958227e8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	uncultured_bacterium
03e91afbe1509ed819570ca5ac866882	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium_soli
c3ad138647d757bec6132833f78f69b4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
c31a543dc6b4118b097d616e7f14830c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
a99a189634ec683bc9e1d1ed3240f0a6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	uncultured_bacterium
78a367de58e61dfd2fce641983267af8	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	Botryosphaeria_dothidea
352658c6c52cbceca93e1b55a33d299f	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND
9fe84bfdfb7d5b989a432625208fbfaf	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
b20b5c56982dba55af2066b31cd4d510	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria	ND
457ccc3ecbe89097a4a4f2f770af8b5c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	ND	ND
3377c0f01fc293b4f811cfab8d22123a	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	ND	ND	ND
da78139a8ebe60dcfc3fc05daa1a1262	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	ND
6afdb0de7d2bf5f94ecda8bfd6e1f885	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	ND
106ffbe331cc056f0eaf84012ca870a2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium_komagatae
4f3798277f1c02b62dff25c0d710d2fa	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	ND
56e1ef1c7f3b6ca94a69fe4965d610a1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ND
